0.38565,0.424915,0.454545,0.753585,1,0.019863,0.03921,0,0.167505,0.154353,0.360086,0.986257
0.87145,0.651877,0.636364,0.892566,1,0.061795,0.121543,0,0.268109,0.390771,0.4408,0.441318
0.807175,0.329352,0.090909,0.563755,1,0.046346,0.286065,0.000079,0.30835,0.349852,0.496067,0.209042
0.527653,0.508532,0.545455,0.425215,0,0.078715,0.178111,0,0.205231,0.049784,0.247925,0.317935
0.656203,0.631399,0.818182,0.570704,0,0.220206,0.169475,0,0,0.477154,0.199354,0.387713
0.391629,0.708191,0.363636,0.923119,1,0.152281,0.36811,0.000024,0.320926,0.227097,0.536292,0.086835
0.657698,0.049488,0.454545,0.351092,1,0.063512,0.938106,0,0.328471,0.508979,0.135397,0.20034
0.581465,1,1,0.876572,1,0.145169,0.00514,0.000007,0.037726,0.32712,0.320189,0.187817
0.769806,0.569966,0.818182,0.560777,0,0.288867,0.306216,0.000075,0.200201,0.466924,0.424885,0.261427
0.707025,0.764505,0,0.698875,0,0.071113,0.046119,0.000123,0.17505,0.306661,0.520457,0.309778
