0.426009,0.564846,1,0.722149,0,0.186611,0.02093,0.00003,0.220322,0.23619,0.230624,0.135309
0.511211,0.791809,0,0.740459,1,0.060569,0.009458,1,0.283199,0.240737,0.743816,0.12241
0.149477,0.360068,0.909091,0.448268,1,0.087788,1,0,0.120221,0.463514,0.080314,0.259222
0.895366,0.774744,0.181818,0.819215,1,0.086072,0.548033,0,0.122988,1,0.376298,0.191564
0.726457,0.78157,0.090909,0.566402,1,0.109122,0.032877,0,0.017606,0.386224,0.238746,0.226864
0.669656,0.138225,0.727273,0.50717,1,0.158656,0.594093,0,0.046529,0.379404,0.310682,0.061503
0.547085,0.904437,0.818182,0.892124,1,0.188328,0.105422,0,0.715795,0.789725,0.199659,0.030603
0.487294,0.331058,0.090909,0.405471,0,0.084355,0.128452,0,0.549799,0.123664,0.504261,0.312191
0.732436,0.303754,0.727273,0.646702,1,0.025993,0.595533,0,0.172535,0.65333,0.160147,0.447635
0.671151,0.482935,0,0.75899,0,0.081167,0.372428,0.000076,0.240443,0.421459,0.383242,0.264802
